Cantaloupe Island,Lee Konitz 
Caravan,Lee Konitz 
Cheek to cheek,Lee Konitz 
Cherokee,Lee Konitz 
Corner Pocket,Lee Konitz 
Dear Old Stockholm,Lee Konitz 
Desafinado,Lee Konitz 
Don't Get Around Much Anymore,Lee Konitz 
Easy To Love,Lee Konitz 
Everytime We Say Goodbye,Lee Konitz 
Fly Me To The Moon,Lee Konitz 
Garota de Ipanema,Lee Konitz 
Honeysuckle Rose,Lee Konitz 
How High The Moon,Lee Konitz 
I Got Rhythm,Lee Konitz 
I Remember Clifford,Lee Konitz 
I'm Gonna Sit Right Down and Write Myself a Letter,Lee Konitz 
I've Got You Under my Skin,Lee Konitz 
In A Mellow Tone,Lee Konitz 
In A Sentimental Mood,Lee Konitz 
Just You Just me,Lee Konitz 
Love for Sale,Lee Konitz 
Lullaby Of Birdland,Lee Konitz 
Misty,Lee Konitz 
Moanin',Lee Konitz 
Moonlight Serenade,Lee Konitz 
Night and Day,Lee Konitz 
On The Sunny Side Of The Street,Lee Konitz 
Penthouse Serenade,Lee Konitz 
Poinciana,Lee Konitz 
Round Midnight,Lee Konitz 
Ruby My Dear,Lee Konitz 
Samba De Orpheu,Lee Konitz 
Satin Doll,Lee Konitz 
Song For My Father,Lee Konitz 
Sophisticated Lady,Lee Konitz 
Stardust,Lee Konitz 
Stella By Starlight,Lee Konitz 
Sugar,Lee Konitz 
Summertime,Lee Konitz 
Take Five,Lee Konitz 
Take The A Train,Lee Konitz 
Tea For Two,Lee Konitz 
Tenderly,Lee Konitz 
The Girl From Ipanema,Lee Konitz 
There Will Never Be Another You,Lee Konitz 
These Foolish Things,Lee Konitz 
They Can't Take That Away from Me,Lee Konitz 
Three Little Words,Lee Konitz 
Watermelon Man,Lee Konitz 
Wave,Lee Konitz 
West Coast Blues,Lee Konitz 
What Is This Thing Called Love,Lee Konitz 
You’re Driving Me Crazy,Lee Konitz 
'Round Midnight,Lester Young
A Child is Born,Lester Young
A Foggy Day,Lester Young
A Song For My Father,Lester Young
All Blues,Lester Young
All Of Me,Lester Young
All The Things You Are,Lester Young
Almost Like Being In Love,Lester Young
Autumn Leaves,Lester Young
Begin the Beguine,Lester Young
Black Orpheus (Manhã de Carnaval),Lester Young
Bluesette,Lester Young
Body And Soul,Lester Young
But Not For Me,Lester Young
Bye Bye Blackbird,Lester Young
C Jam Blues,Lester Young
Cantaloupe Island,Lester Young
Caravan,Lester Young
Cheek to cheek,Lester Young
Cherokee,Lester Young
Corner Pocket,Lester Young
Dear Old Stockholm,Lester Young
Desafinado,Lester Young
Don't Get Around Much Anymore,Lester Young
Easy To Love,Lester Young
Everytime We Say Goodbye,Lester Young
Fly Me To The Moon,Lester Young
Garota de Ipanema,Lester Young
Honeysuckle Rose,Lester Young
How High The Moon,Lester Young
I Got Rhythm,Lester Young
I Remember Clifford,Lester Young
I'm Gonna Sit Right Down and Write Myself a Letter,Lester Young
I've Got You Under my Skin,Lester Young
In A Mellow Tone,Lester Young
In A Sentimental Mood,Lester Young
Just You Just me,Lester Young
Love for Sale,Lester Young
Lullaby Of Birdland,Lester Young
Misty,Lester Young
Moanin',Lester Young
Moonlight Serenade,Lester Young
Night and Day,Lester Young
On The Sunny Side Of The Street,Lester Young
Penthouse Serenade,Lester Young
Poinciana,Lester Young
Round Midnight,Lester Young
Ruby My Dear,Lester Young
Samba De Orpheu,Lester Young
Satin Doll,Lester Young
Song For My Father,Lester Young
Sophisticated Lady,Lester Young
Stardust,Lester Young
Stella By Starlight,Lester Young
Sugar,Lester Young
Summertime,Lester Young
Take Five,Lester Young
Take The A Train,Lester Young
Tea For Two,Lester Young
Tenderly,Lester Young
The Girl From Ipanema,Lester Young
There Will Never Be Another You,Lester Young
These Foolish Things,Lester Young
They Can't Take That Away from Me,Lester Young
Three Little Words,Lester Young
Watermelon Man,Lester Young
Wave,Lester Young
West Coast Blues,Lester Young
What Is This Thing Called Love,Lester Young
You’re Driving Me Crazy,Lester Young
'Round Midnight,Lionel Hampton
A Child is Born,Lionel Hampton
A Foggy Day,Lionel Hampton
A Song For My Father,Lionel Hampton
All Blues,Lionel Hampton
All Of Me,Lionel Hampton
All The Things You Are,Lionel Hampton
Almost Like Being In Love,Lionel Hampton
Autumn Leaves,Lionel Hampton
Begin the Beguine,Lionel Hampton
Black Orpheus (Manhã de Carnaval),Lionel Hampton
Bluesette,Lionel Hampton
Body And Soul,Lionel Hampton
But Not For Me,Lionel Hampton
Bye Bye Blackbird,Lionel Hampton
C Jam Blues,Lionel Hampton
Cantaloupe Island,Lionel Hampton
Caravan,Lionel Hampton
Cheek to cheek,Lionel Hampton
Cherokee,Lionel Hampton
Corner Pocket,Lionel Hampton
Dear Old Stockholm,Lionel Hampton
Desafinado,Lionel Hampton
Don't Get Around Much Anymore,Lionel Hampton
Easy To Love,Lionel Hampton
Everytime We Say Goodbye,Lionel Hampton
Fly Me To The Moon,Lionel Hampton
Garota de Ipanema,Lionel Hampton
Honeysuckle Rose,Lionel Hampton
How High The Moon,Lionel Hampton
I Got Rhythm,Lionel Hampton
I Remember Clifford,Lionel Hampton
I'm Gonna Sit Right Down and Write Myself a Letter,Lionel Hampton
I've Got You Under my Skin,Lionel Hampton
In A Mellow Tone,Lionel Hampton
In A Sentimental Mood,Lionel Hampton
Just You Just me,Lionel Hampton
Love for Sale,Lionel Hampton
Lullaby Of Birdland,Lionel Hampton
Misty,Lionel Hampton
Moanin',Lionel Hampton
Moonlight Serenade,Lionel Hampton
Night and Day,Lionel Hampton
On The Sunny Side Of The Street,Lionel Hampton
Penthouse Serenade,Lionel Hampton
Poinciana,Lionel Hampton
Round Midnight,Lionel Hampton
Ruby My Dear,Lionel Hampton
Samba De Orpheu,Lionel Hampton
Satin Doll,Lionel Hampton
Song For My Father,Lionel Hampton
Sophisticated Lady,Lionel Hampton
Stardust,Lionel Hampton
Stella By Starlight,Lionel Hampton
Sugar,Lionel Hampton
Summertime,Lionel Hampton
Take Five,Lionel Hampton
Take The A Train,Lionel Hampton
Tea For Two,Lionel Hampton
Tenderly,Lionel Hampton
The Girl From Ipanema,Lionel Hampton
There Will Never Be Another You,Lionel Hampton
These Foolish Things,Lionel Hampton
They Can't Take That Away from Me,Lionel Hampton
Three Little Words,Lionel Hampton
Watermelon Man,Lionel Hampton
Wave,Lionel Hampton
West Coast Blues,Lionel Hampton
What Is This Thing Called Love,Lionel Hampton
You’re Driving Me Crazy,Lionel Hampton
'Round Midnight,Louis Armstrong
A Child is Born,Louis Armstrong
A Foggy Day,Louis Armstrong
A Song For My Father,Louis Armstrong
All Blues,Louis Armstrong
All Of Me,Louis Armstrong
All The Things You Are,Louis Armstrong
Almost Like Being In Love,Louis Armstrong
Autumn Leaves,Louis Armstrong
Begin the Beguine,Louis Armstrong
Black Orpheus (Manhã de Carnaval),Louis Armstrong
Bluesette,Louis Armstrong
Body And Soul,Louis Armstrong
But Not For Me,Louis Armstrong
Bye Bye Blackbird,Louis Armstrong
C Jam Blues,Louis Armstrong
Cantaloupe Island,Louis Armstrong
Caravan,Louis Armstrong
Cheek to cheek,Louis Armstrong
Cherokee,Louis Armstrong
Corner Pocket,Louis Armstrong
Dear Old Stockholm,Louis Armstrong
Desafinado,Louis Armstrong
Don't Get Around Much Anymore,Louis Armstrong
Easy To Love,Louis Armstrong
Everytime We Say Goodbye,Louis Armstrong
Fly Me To The Moon,Louis Armstrong
Garota de Ipanema,Louis Armstrong
Honeysuckle Rose,Louis Armstrong
How High The Moon,Louis Armstrong
I Got Rhythm,Louis Armstrong
I Remember Clifford,Louis Armstrong
I'm Gonna Sit Right Down and Write Myself a Letter,Louis Armstrong
I've Got You Under my Skin,Louis Armstrong
In A Mellow Tone,Louis Armstrong
In A Sentimental Mood,Louis Armstrong
Just You Just me,Louis Armstrong
Love for Sale,Louis Armstrong
Lullaby Of Birdland,Louis Armstrong
Misty,Louis Armstrong
Moanin',Louis Armstrong
Moonlight Serenade,Louis Armstrong
Night and Day,Louis Armstrong
On The Sunny Side Of The Street,Louis Armstrong
Penthouse Serenade,Louis Armstrong
Poinciana,Louis Armstrong
Round Midnight,Louis Armstrong
Ruby My Dear,Louis Armstrong
Samba De Orpheu,Louis Armstrong
Satin Doll,Louis Armstrong
Song For My Father,Louis Armstrong
Sophisticated Lady,Louis Armstrong
Stardust,Louis Armstrong
Stella By Starlight,Louis Armstrong
Sugar,Louis Armstrong
Summertime,Louis Armstrong
Take Five,Louis Armstrong
Take The A Train,Louis Armstrong
Tea For Two,Louis Armstrong
Tenderly,Louis Armstrong
The Girl From Ipanema,Louis Armstrong
There Will Never Be Another You,Louis Armstrong
These Foolish Things,Louis Armstrong
They Can't Take That Away from Me,Louis Armstrong
Three Little Words,Louis Armstrong
Watermelon Man,Louis Armstrong
Wave,Louis Armstrong
West Coast Blues,Louis Armstrong
What Is This Thing Called Love,Louis Armstrong
You’re Driving Me Crazy,Louis Armstrong
'Round Midnight,Michel Petrucciani
A Child is Born,Michel Petrucciani
A Foggy Day,Michel Petrucciani
A Song For My Father,Michel Petrucciani
All Blues,Michel Petrucciani
All Of Me,Michel Petrucciani
All The Things You Are,Michel Petrucciani
Almost Like Being In Love,Michel Petrucciani
Autumn Leaves,Michel Petrucciani
Begin the Beguine,Michel Petrucciani
Black Orpheus (Manhã de Carnaval),Michel Petrucciani
Bluesette,Michel Petrucciani
Body And Soul,Michel Petrucciani
But Not For Me,Michel Petrucciani
Bye Bye Blackbird,Michel Petrucciani
C Jam Blues,Michel Petrucciani
Cantaloupe Island,Michel Petrucciani
Caravan,Michel Petrucciani
Cheek to cheek,Michel Petrucciani
Cherokee,Michel Petrucciani
Corner Pocket,Michel Petrucciani
Dear Old Stockholm,Michel Petrucciani
Desafinado,Michel Petrucciani
Don't Get Around Much Anymore,Michel Petrucciani
Easy To Love,Michel Petrucciani
Everytime We Say Goodbye,Michel Petrucciani
Fly Me To The Moon,Michel Petrucciani
Garota de Ipanema,Michel Petrucciani
Honeysuckle Rose,Michel Petrucciani
How High The Moon,Michel Petrucciani
I Got Rhythm,Michel Petrucciani
I Remember Clifford,Michel Petrucciani
I'm Gonna Sit Right Down and Write Myself a Letter,Michel Petrucciani
I've Got You Under my Skin,Michel Petrucciani
In A Mellow Tone,Michel Petrucciani
In A Sentimental Mood,Michel Petrucciani
Just You Just me,Michel Petrucciani
Love for Sale,Michel Petrucciani
Lullaby Of Birdland,Michel Petrucciani
Misty,Michel Petrucciani
Moanin',Michel Petrucciani
Moonlight Serenade,Michel Petrucciani
Night and Day,Michel Petrucciani
On The Sunny Side Of The Street,Michel Petrucciani
Penthouse Serenade,Michel Petrucciani
Poinciana,Michel Petrucciani
Round Midnight,Michel Petrucciani
Ruby My Dear,Michel Petrucciani
Samba De Orpheu,Michel Petrucciani
Satin Doll,Michel Petrucciani
Song For My Father,Michel Petrucciani
Sophisticated Lady,Michel Petrucciani
Stardust,Michel Petrucciani
Stella By Starlight,Michel Petrucciani
Sugar,Michel Petrucciani
Summertime,Michel Petrucciani
Take Five,Michel Petrucciani
Take The A Train,Michel Petrucciani
Tea For Two,Michel Petrucciani
Tenderly,Michel Petrucciani
The Girl From Ipanema,Michel Petrucciani
There Will Never Be Another You,Michel Petrucciani
These Foolish Things,Michel Petrucciani
They Can't Take That Away from Me,Michel Petrucciani
Three Little Words,Michel Petrucciani
Watermelon Man,Michel Petrucciani
Wave,Michel Petrucciani
West Coast Blues,Michel Petrucciani
What Is This Thing Called Love,Michel Petrucciani
You’re Driving Me Crazy,Michel Petrucciani
'Round Midnight,Miles Davis
A Child is Born,Miles Davis
A Foggy Day,Miles Davis
A Song For My Father,Miles Davis
All Blues,Miles Davis
All Of Me,Miles Davis
All The Things You Are,Miles Davis
Almost Like Being In Love,Miles Davis
Autumn Leaves,Miles Davis
Begin the Beguine,Miles Davis
Black Orpheus (Manhã de Carnaval),Miles Davis
Bluesette,Miles Davis
Body And Soul,Miles Davis
But Not For Me,Miles Davis
Bye Bye Blackbird,Miles Davis
C Jam Blues,Miles Davis
Cantaloupe Island,Miles Davis
Caravan,Miles Davis
Cheek to cheek,Miles Davis
Cherokee,Miles Davis
Corner Pocket,Miles Davis
Dear Old Stockholm,Miles Davis
Desafinado,Miles Davis
Don't Get Around Much Anymore,Miles Davis
Easy To Love,Miles Davis
Everytime We Say Goodbye,Miles Davis
Fly Me To The Moon,Miles Davis
Garota de Ipanema,Miles Davis
Honeysuckle Rose,Miles Davis
How High The Moon,Miles Davis
I Got Rhythm,Miles Davis
I Remember Clifford,Miles Davis
I'm Gonna Sit Right Down and Write Myself a Letter,Miles Davis
I've Got You Under my Skin,Miles Davis
In A Mellow Tone,Miles Davis
In A Sentimental Mood,Miles Davis
Just You Just me,Miles Davis
Love for Sale,Miles Davis
Lullaby Of Birdland,Miles Davis
Misty,Miles Davis
Moanin',Miles Davis
Moonlight Serenade,Miles Davis
Night and Day,Miles Davis
On The Sunny Side Of The Street,Miles Davis
Penthouse Serenade,Miles Davis
Poinciana,Miles Davis
Round Midnight,Miles Davis
Ruby My Dear,Miles Davis
Samba De Orpheu,Miles Davis
Satin Doll,Miles Davis
Song For My Father,Miles Davis
Sophisticated Lady,Miles Davis
Stardust,Miles Davis
Stella By Starlight,Miles Davis
Sugar,Miles Davis
Summertime,Miles Davis
Take Five,Miles Davis
Take The A Train,Miles Davis
Tea For Two,Miles Davis
Tenderly,Miles Davis
The Girl From Ipanema,Miles Davis
There Will Never Be Another You,Miles Davis
These Foolish Things,Miles Davis
They Can't Take That Away from Me,Miles Davis
Three Little Words,Miles Davis
Watermelon Man,Miles Davis
Wave,Miles Davis
West Coast Blues,Miles Davis
What Is This Thing Called Love,Miles Davis
You’re Driving Me Crazy,Miles Davis
'Round Midnight,Milt Jackson
A Child is Born,Milt Jackson
A Foggy Day,Milt Jackson
A Song For My Father,Milt Jackson
All Blues,Milt Jackson
All Of Me,Milt Jackson
All The Things You Are,Milt Jackson
Almost Like Being In Love,Milt Jackson
Autumn Leaves,Milt Jackson
Begin the Beguine,Milt Jackson
Black Orpheus (Manhã de Carnaval),Milt Jackson
Bluesette,Milt Jackson
Body And Soul,Milt Jackson
But Not For Me,Milt Jackson
Bye Bye Blackbird,Milt Jackson
C Jam Blues,Milt Jackson
Cantaloupe Island,Milt Jackson
Caravan,Milt Jackson
Cheek to cheek,Milt Jackson
Cherokee,Milt Jackson
Corner Pocket,Milt Jackson
Dear Old Stockholm,Milt Jackson
Desafinado,Milt Jackson
Don't Get Around Much Anymore,Milt Jackson
Easy To Love,Milt Jackson
Everytime We Say Goodbye,Milt Jackson
Fly Me To The Moon,Milt Jackson
Garota de Ipanema,Milt Jackson
Honeysuckle Rose,Milt Jackson
How High The Moon,Milt Jackson
I Got Rhythm,Milt Jackson
I Remember Clifford,Milt Jackson
I'm Gonna Sit Right Down and Write Myself a Letter,Milt Jackson
I've Got You Under my Skin,Milt Jackson
In A Mellow Tone,Milt Jackson
In A Sentimental Mood,Milt Jackson
Just You Just me,Milt Jackson
Love for Sale,Milt Jackson
Lullaby Of Birdland,Milt Jackson
Misty,Milt Jackson
Moanin',Milt Jackson
Moonlight Serenade,Milt Jackson
Night and Day,Milt Jackson
On The Sunny Side Of The Street,Milt Jackson
Penthouse Serenade,Milt Jackson
Poinciana,Milt Jackson
Round Midnight,Milt Jackson
Ruby My Dear,Milt Jackson
Samba De Orpheu,Milt Jackson
Satin Doll,Milt Jackson
Song For My Father,Milt Jackson
Sophisticated Lady,Milt Jackson
Stardust,Milt Jackson
Stella By Starlight,Milt Jackson
Sugar,Milt Jackson
Summertime,Milt Jackson
Take Five,Milt Jackson
Take The A Train,Milt Jackson
Tea For Two,Milt Jackson
Tenderly,Milt Jackson
The Girl From Ipanema,Milt Jackson
There Will Never Be Another You,Milt Jackson
These Foolish Things,Milt Jackson
They Can't Take That Away from Me,Milt Jackson
Three Little Words,Milt Jackson
Watermelon Man,Milt Jackson
Wave,Milt Jackson
West Coast Blues,Milt Jackson
What Is This Thing Called Love,Milt Jackson
You’re Driving Me Crazy,Milt Jackson
'Round Midnight,Nat King Cole
A Child is Born,Nat King Cole
A Foggy Day,Nat King Cole
A Song For My Father,Nat King Cole
All Blues,Nat King Cole
All Of Me,Nat King Cole
All The Things You Are,Nat King Cole
Almost Like Being In Love,Nat King Cole
Autumn Leaves,Nat King Cole
Begin the Beguine,Nat King Cole
Black Orpheus (Manhã de Carnaval),Nat King Cole
Bluesette,Nat King Cole
Body And Soul,Nat King Cole
But Not For Me,Nat King Cole
Bye Bye Blackbird,Nat King Cole
C Jam Blues,Nat King Cole
Cantaloupe Island,Nat King Cole
Caravan,Nat King Cole
Cheek to cheek,Nat King Cole
Cherokee,Nat King Cole
Corner Pocket,Nat King Cole
Dear Old Stockholm,Nat King Cole
Desafinado,Nat King Cole
Don't Get Around Much Anymore,Nat King Cole
Easy To Love,Nat King Cole
Everytime We Say Goodbye,Nat King Cole
Fly Me To The Moon,Nat King Cole
Garota de Ipanema,Nat King Cole
Honeysuckle Rose,Nat King Cole
How High The Moon,Nat King Cole
I Got Rhythm,Nat King Cole
I Remember Clifford,Nat King Cole
I'm Gonna Sit Right Down and Write Myself a Letter,Nat King Cole
I've Got You Under my Skin,Nat King Cole
In A Mellow Tone,Nat King Cole
In A Sentimental Mood,Nat King Cole
Just You Just me,Nat King Cole
Love for Sale,Nat King Cole
Lullaby Of Birdland,Nat King Cole
Misty,Nat King Cole
Moanin',Nat King Cole
Moonlight Serenade,Nat King Cole
Night and Day,Nat King Cole
On The Sunny Side Of The Street,Nat King Cole
Penthouse Serenade,Nat King Cole
Poinciana,Nat King Cole
Round Midnight,Nat King Cole
Ruby My Dear,Nat King Cole
Samba De Orpheu,Nat King Cole
Satin Doll,Nat King Cole
Song For My Father,Nat King Cole
Sophisticated Lady,Nat King Cole
Stardust,Nat King Cole
Stella By Starlight,Nat King Cole
Sugar,Nat King Cole
Summertime,Nat King Cole
Take Five,Nat King Cole
Take The A Train,Nat King Cole
Tea For Two,Nat King Cole
Tenderly,Nat King Cole
The Girl From Ipanema,Nat King Cole
There Will Never Be Another You,Nat King Cole
These Foolish Things,Nat King Cole
They Can't Take That Away from Me,Nat King Cole
Three Little Words,Nat King Cole
Watermelon Man,Nat King Cole
Wave,Nat King Cole
West Coast Blues,Nat King Cole
What Is This Thing Called Love,Nat King Cole
You’re Driving Me Crazy,Nat King Cole
'Round Midnight,Nina Simone
A Child is Born,Nina Simone
A Foggy Day,Nina Simone
A Song For My Father,Nina Simone
All Blues,Nina Simone
All Of Me,Nina Simone
All The Things You Are,Nina Simone
Almost Like Being In Love,Nina Simone
Autumn Leaves,Nina Simone
Begin the Beguine,Nina Simone
Black Orpheus (Manhã de Carnaval),Nina Simone
Bluesette,Nina Simone
Body And Soul,Nina Simone
But Not For Me,Nina Simone
Bye Bye Blackbird,Nina Simone
C Jam Blues,Nina Simone
Cantaloupe Island,Nina Simone
Caravan,Nina Simone
Cheek to cheek,Nina Simone
Cherokee,Nina Simone
Corner Pocket,Nina Simone
Dear Old Stockholm,Nina Simone
Desafinado,Nina Simone
Don't Get Around Much Anymore,Nina Simone
Easy To Love,Nina Simone
Everytime We Say Goodbye,Nina Simone
Fly Me To The Moon,Nina Simone
Garota de Ipanema,Nina Simone
Honeysuckle Rose,Nina Simone
How High The Moon,Nina Simone
I Got Rhythm,Nina Simone
I Remember Clifford,Nina Simone
I'm Gonna Sit Right Down and Write Myself a Letter,Nina Simone
I've Got You Under my Skin,Nina Simone
In A Mellow Tone,Nina Simone
In A Sentimental Mood,Nina Simone
Just You Just me,Nina Simone
Love for Sale,Nina Simone
Lullaby Of Birdland,Nina Simone
Misty,Nina Simone
Moanin',Nina Simone
Moonlight Serenade,Nina Simone
Night and Day,Nina Simone
On The Sunny Side Of The Street,Nina Simone
Penthouse Serenade,Nina Simone
Poinciana,Nina Simone
Round Midnight,Nina Simone
Ruby My Dear,Nina Simone
Samba De Orpheu,Nina Simone
Satin Doll,Nina Simone
Song For My Father,Nina Simone
Sophisticated Lady,Nina Simone
Stardust,Nina Simone
Stella By Starlight,Nina Simone
Sugar,Nina Simone
Summertime,Nina Simone
Take Five,Nina Simone
Take The A Train,Nina Simone
Tea For Two,Nina Simone
Tenderly,Nina Simone
The Girl From Ipanema,Nina Simone
There Will Never Be Another You,Nina Simone
These Foolish Things,Nina Simone
They Can't Take That Away from Me,Nina Simone
Three Little Words,Nina Simone
Watermelon Man,Nina Simone
Wave,Nina Simone
West Coast Blues,Nina Simone
What Is This Thing Called Love,Nina Simone
You’re Driving Me Crazy,Nina Simone
'Round Midnight,Oscar Peterson 
A Child is Born,Oscar Peterson 
A Foggy Day,Oscar Peterson 
A Song For My Father,Oscar Peterson 
All Blues,Oscar Peterson 
All Of Me,Oscar Peterson 
All The Things You Are,Oscar Peterson 
Almost Like Being In Love,Oscar Peterson 
Autumn Leaves,Oscar Peterson 
Begin the Beguine,Oscar Peterson 
Black Orpheus (Manhã de Carnaval),Oscar Peterson 
Bluesette,Oscar Peterson 
Body And Soul,Oscar Peterson 
But Not For Me,Oscar Peterson 
Bye Bye Blackbird,Oscar Peterson 
C Jam Blues,Oscar Peterson 
Cantaloupe Island,Oscar Peterson 
Caravan,Oscar Peterson 
Cheek to cheek,Oscar Peterson 
Cherokee,Oscar Peterson 
Corner Pocket,Oscar Peterson 
Dear Old Stockholm,Oscar Peterson 
Desafinado,Oscar Peterson 
Don't Get Around Much Anymore,Oscar Peterson 
Easy To Love,Oscar Peterson 
Everytime We Say Goodbye,Oscar Peterson 
Fly Me To The Moon,Oscar Peterson 
Garota de Ipanema,Oscar Peterson 
Honeysuckle Rose,Oscar Peterson 
How High The Moon,Oscar Peterson 
I Got Rhythm,Oscar Peterson 
I Remember Clifford,Oscar Peterson 
I'm Gonna Sit Right Down and Write Myself a Letter,Oscar Peterson 
I've Got You Under my Skin,Oscar Peterson 
In A Mellow Tone,Oscar Peterson 
In A Sentimental Mood,Oscar Peterson 
Just You Just me,Oscar Peterson 
Love for Sale,Oscar Peterson 
Lullaby Of Birdland,Oscar Peterson 
Misty,Oscar Peterson 
Moanin',Oscar Peterson 
Moonlight Serenade,Oscar Peterson 
Night and Day,Oscar Peterson 
On The Sunny Side Of The Street,Oscar Peterson 
Penthouse Serenade,Oscar Peterson 
Poinciana,Oscar Peterson 
Round Midnight,Oscar Peterson 
Ruby My Dear,Oscar Peterson 
Samba De Orpheu,Oscar Peterson 
Satin Doll,Oscar Peterson 
Song For My Father,Oscar Peterson 
Sophisticated Lady,Oscar Peterson 
Stardust,Oscar Peterson 
Stella By Starlight,Oscar Peterson 
Sugar,Oscar Peterson 
Summertime,Oscar Peterson 
Take Five,Oscar Peterson 
Take The A Train,Oscar Peterson 
Tea For Two,Oscar Peterson 
Tenderly,Oscar Peterson 
The Girl From Ipanema,Oscar Peterson 
There Will Never Be Another You,Oscar Peterson 
These Foolish Things,Oscar Peterson 
They Can't Take That Away from Me,Oscar Peterson 
Three Little Words,Oscar Peterson 
Watermelon Man,Oscar Peterson 
Wave,Oscar Peterson 
West Coast Blues,Oscar Peterson 
What Is This Thing Called Love,Oscar Peterson 
You’re Driving Me Crazy,Oscar Peterson 
'Round Midnight,Paulo Moura 
A Child is Born,Paulo Moura 
A Foggy Day,Paulo Moura 
A Song For My Father,Paulo Moura 
All Blues,Paulo Moura 
All Of Me,Paulo Moura 
All The Things You Are,Paulo Moura 
Almost Like Being In Love,Paulo Moura 
Autumn Leaves,Paulo Moura 
Begin the Beguine,Paulo Moura 
Black Orpheus (Manhã de Carnaval),Paulo Moura 
Bluesette,Paulo Moura 
Body And Soul,Paulo Moura 
But Not For Me,Paulo Moura 
Bye Bye Blackbird,Paulo Moura 
C Jam Blues,Paulo Moura 
Cantaloupe Island,Paulo Moura 
Caravan,Paulo Moura 
Cheek to cheek,Paulo Moura 
Cherokee,Paulo Moura 
Corner Pocket,Paulo Moura 
Dear Old Stockholm,Paulo Moura 
Desafinado,Paulo Moura 
Don't Get Around Much Anymore,Paulo Moura 
Easy To Love,Paulo Moura 
Everytime We Say Goodbye,Paulo Moura 
Fly Me To The Moon,Paulo Moura 
Garota de Ipanema,Paulo Moura 
Honeysuckle Rose,Paulo Moura 
How High The Moon,Paulo Moura 
I Got Rhythm,Paulo Moura 
I Remember Clifford,Paulo Moura 
I'm Gonna Sit Right Down and Write Myself a Letter,Paulo Moura 
I've Got You Under my Skin,Paulo Moura 
In A Mellow Tone,Paulo Moura 
In A Sentimental Mood,Paulo Moura 
Just You Just me,Paulo Moura 
Love for Sale,Paulo Moura 
Lullaby Of Birdland,Paulo Moura 
Misty,Paulo Moura 
Moanin',Paulo Moura 
Moonlight Serenade,Paulo Moura 
Night and Day,Paulo Moura 
On The Sunny Side Of The Street,Paulo Moura 
Penthouse Serenade,Paulo Moura 
Poinciana,Paulo Moura 
Round Midnight,Paulo Moura 
Ruby My Dear,Paulo Moura 
Samba De Orpheu,Paulo Moura 
Satin Doll,Paulo Moura 
Song For My Father,Paulo Moura 
Sophisticated Lady,Paulo Moura 
Stardust,Paulo Moura 
Stella By Starlight,Paulo Moura 
Sugar,Paulo Moura 
Summertime,Paulo Moura 
Take Five,Paulo Moura 
Take The A Train,Paulo Moura 
Tea For Two,Paulo Moura 
Tenderly,Paulo Moura 
The Girl From Ipanema,Paulo Moura 
There Will Never Be Another You,Paulo Moura 
These Foolish Things,Paulo Moura 
They Can't Take That Away from Me,Paulo Moura 
Three Little Words,Paulo Moura 
Watermelon Man,Paulo Moura 
Wave,Paulo Moura 
West Coast Blues,Paulo Moura 
What Is This Thing Called Love,Paulo Moura 
You’re Driving Me Crazy,Paulo Moura 
'Round Midnight,Phil Woods 
A Child is Born,Phil Woods 
A Foggy Day,Phil Woods 
A Song For My Father,Phil Woods 
All Blues,Phil Woods 
All Of Me,Phil Woods 
All The Things You Are,Phil Woods 
Almost Like Being In Love,Phil Woods 
Autumn Leaves,Phil Woods 
Begin the Beguine,Phil Woods 
Black Orpheus (Manhã de Carnaval),Phil Woods 
Bluesette,Phil Woods 
Body And Soul,Phil Woods 
But Not For Me,Phil Woods 
Bye Bye Blackbird,Phil Woods 
C Jam Blues,Phil Woods 
Cantaloupe Island,Phil Woods 
Caravan,Phil Woods 
Cheek to cheek,Phil Woods 
Cherokee,Phil Woods 
Corner Pocket,Phil Woods 
Dear Old Stockholm,Phil Woods 
Desafinado,Phil Woods 
Don't Get Around Much Anymore,Phil Woods 
Easy To Love,Phil Woods 
Everytime We Say Goodbye,Phil Woods 
Fly Me To The Moon,Phil Woods 
Garota de Ipanema,Phil Woods 
Honeysuckle Rose,Phil Woods 
How High The Moon,Phil Woods 
I Got Rhythm,Phil Woods 
I Remember Clifford,Phil Woods 
I'm Gonna Sit Right Down and Write Myself a Letter,Phil Woods 
I've Got You Under my Skin,Phil Woods 
In A Mellow Tone,Phil Woods 
In A Sentimental Mood,Phil Woods 
Just You Just me,Phil Woods 
Love for Sale,Phil Woods 
Lullaby Of Birdland,Phil Woods 
Misty,Phil Woods 
Moanin',Phil Woods 
Moonlight Serenade,Phil Woods 
Night and Day,Phil Woods 
On The Sunny Side Of The Street,Phil Woods 
Penthouse Serenade,Phil Woods 
Poinciana,Phil Woods 
Round Midnight,Phil Woods 
Ruby My Dear,Phil Woods 
Samba De Orpheu,Phil Woods 
Satin Doll,Phil Woods 
Song For My Father,Phil Woods 
Sophisticated Lady,Phil Woods 
Stardust,Phil Woods 
Stella By Starlight,Phil Woods 
Sugar,Phil Woods 
Summertime,Phil Woods 
Take Five,Phil Woods 
Take The A Train,Phil Woods 
Tea For Two,Phil Woods 
Tenderly,Phil Woods 
The Girl From Ipanema,Phil Woods 
There Will Never Be Another You,Phil Woods 
